category,email,item_id,item_name,item_type,Sum of line_amount_cad,Sum of quantity,Sum of time_spent_min,Sum of total_bill_amount,Year,Quarter,Month,Day,transaction_id,Sum of unit_price_cad
Non-alcoholic,evelyn.white385@outlook.com,D002,Bottled Water,drink,2.99,1,97,192.9,2025,Qtr 2,May,5,T002156,2.99
Non-alcoholic,evelyn.white385@outlook.com,D002,Bottled Water,drink,2.99,1,140,143.7,2025,Qtr 4,October,28,T004498,2.99
Non-alcoholic,evelyn.white385@outlook.com,D003,Coffee,drink,9.870000000000001,3,220,321.56,2025,Qtr 1,March,29,T001713,6.58
Non-alcoholic,evelyn.white385@outlook.com,D003,Coffee,drink,3.29,1,140,143.7,2025,Qtr 4,October,28,T004498,3.29
Non-alcoholic,evelyn.white385@outlook.com,D008,Iced Tea,drink,6.98,2,78,23.97,2025,Qtr 1,March,29,T001707,3.49
Non-alcoholic,evelyn.white385@outlook.com,D008,Iced Tea,drink,3.49,1,97,192.9,2025,Qtr 2,May,5,T002156,3.49
Non-alcoholic,evelyn.white385@outlook.com,D008,Iced Tea,drink,6.98,2,140,143.7,2025,Qtr 4,October,28,T004498,3.49
Non-alcoholic,evelyn.white385@outlook.com,D009,Energy Drink,drink,9.98,2,94,286.8,2025,Qtr 3,August,7,T003429,9.98
Non-alcoholic,grace.lee499@hotmail.com,D001,Soft Drink,drink,10.47,3,308,265.76,2024,Qtr 4,October,28,T000010,6.98
Non-alcoholic,grace.lee499@hotmail.com,D001,Soft Drink,drink,3.49,1,67,26.48,2025,Qtr 1,March,22,T001628,3.49
Non-alcoholic,grace.lee499@hotmail.com,D001,Soft Drink,drink,3.49,1,183,46.55,2025,Qtr 2,April,13,T001884,3.49
Non-alcoholic,grace.lee499@hotmail.com,D001,Soft Drink,drink,3.49,1,72,91.69,2025,Qtr 3,July,20,T003163,3.49
Non-alcoholic,grace.lee499@hotmail.com,D001,Soft Drink,drink,3.49,1,215,69.96,2025,Qtr 3,September,2,T003839,3.49
Non-alcoholic,grace.lee499@hotmail.com,D002,Bottled Water,drink,5.98,2,154,132.88,2024,Qtr 4,October,28,T000010,2.99
Non-alcoholic,grace.lee499@hotmail.com,D002,Bottled Water,drink,2.99,1,80,144.53,2025,Qtr 2,April,15,T001905,2.99
Non-alcoholic,grace.lee499@hotmail.com,D002,Bottled Water,drink,2.99,1,115,133.43,2025,Qtr 2,May,29,T002432,2.99
Non-alcoholic,grace.lee499@hotmail.com,D003,Coffee,drink,3.29,1,139,150.26,2024,Qtr 4,December,23,T000730,3.29
Non-alcoholic,grace.lee499@hotmail.com,D003,Coffee,drink,6.58,2,366,93.1,2025,Qtr 2,April,13,T001884,6.58
Non-alcoholic,grace.lee499@hotmail.com,D003,Coffee,drink,6.58,2,80,144.53,2025,Qtr 2,April,15,T001905,3.29
Non-alcoholic,grace.lee499@hotmail.com,D003,Coffee,drink,3.29,1,72,91.69,2025,Qtr 3,July,20,T003163,3.29
Non-alcoholic,grace.lee499@hotmail.com,D008,Iced Tea,drink,3.49,1,30,27.48,2025,Qtr 1,February,21,T001314,3.49
Non-alcoholic,grace.lee499@hotmail.com,D008,Iced Tea,drink,3.49,1,127,101.95,2025,Qtr 2,April,20,T001968,3.49
Non-alcoholic,grace.lee499@hotmail.com,D009,Energy Drink,drink,4.99,1,67,26.48,2025,Qtr 1,March,22,T001628,4.99
Non-alcoholic,grace.lee499@hotmail.com,D009,Energy Drink,drink,4.99,1,97,21.48,2025,Qtr 2,May,25,T002388,4.99
Non-alcoholic,grace.lee499@hotmail.com,D009,Energy Drink,drink,14.97,3,72,91.69,2025,Qtr 3,July,20,T003163,4.99
Non-alcoholic,grace.lee499@hotmail.com,D009,Energy Drink,drink,4.99,1,215,69.96,2025,Qtr 3,September,2,T003839,4.99
Non-alcoholic,grace.lopez418@outlook.com,D001,Soft Drink,drink,6.98,2,68,117.72,2024,Qtr 4,December,15,T000624,3.49
Non-alcoholic,grace.lopez418@outlook.com,D001,Soft Drink,drink,3.49,1,141,216.42,2025,Qtr 1,February,18,T001294,3.49
Non-alcoholic,grace.lopez418@outlook.com,D002,Bottled Water,drink,2.99,1,119,71.42,2025,Qtr 2,May,3,T002113,2.99
Non-alcoholic,grace.lopez418@outlook.com,D003,Coffee,drink,3.29,1,68,117.72,2024,Qtr 4,December,15,T000624,3.29
Non-alcoholic,grace.lopez418@outlook.com,D008,Iced Tea,drink,3.49,1,68,117.72,2024,Qtr 4,December,15,T000624,3.49
Non-alcoholic,grace.lopez418@outlook.com,D008,Iced Tea,drink,6.98,2,119,71.42,2025,Qtr 2,May,3,T002113,3.49
Non-alcoholic,grace.lopez418@outlook.com,D008,Iced Tea,drink,3.49,1,116,21.48,2025,Qtr 3,August,25,T003691,3.49
Non-alcoholic,grace.lopez418@outlook.com,D009,Energy Drink,drink,9.98,2,173,58.45,2024,Qtr 4,December,6,T000477,4.99
Non-alcoholic,grace.lopez418@outlook.com,D009,Energy Drink,drink,4.99,1,154,4.99,2025,Qtr 1,February,18,T001293,4.99
Non-alcoholic,grace.nguyen312@icloud.com,D001,Soft Drink,drink,3.49,1,166,124.4,2025,Qtr 1,January,15,T000974,3.49
Non-alcoholic,grace.nguyen312@icloud.com,D002,Bottled Water,drink,2.99,1,123,124.73,2024,Qtr 4,December,27,T000798,2.99
Non-alcoholic,grace.nguyen312@icloud.com,D002,Bottled Water,drink,5.98,2,212,515.4,2025,Qtr 1,March,1,T001386,5.98
Non-alcoholic,grace.nguyen312@icloud.com,D003,Coffee,drink,3.29,1,123,124.73,2024,Qtr 4,December,27,T000798,3.29
Non-alcoholic,grace.nguyen312@icloud.com,D003,Coffee,drink,3.29,1,106,257.7,2025,Qtr 1,March,1,T001386,3.29
Non-alcoholic,grace.nguyen312@icloud.com,D003,Coffee,drink,3.29,1,96,3.29,2025,Qtr 1,March,11,T001502,3.29
Non-alcoholic,grace.nguyen312@icloud.com,D003,Coffee,drink,3.29,1,42,62.76,2025,Qtr 3,September,2,T003842,3.29
Non-alcoholic,grace.nguyen312@icloud.com,D003,Coffee,drink,3.29,1,99,126.2,2025,Qtr 3,September,2,T003843,3.29
Non-alcoholic,grace.nguyen312@icloud.com,D003,Coffee,drink,6.58,2,264,520.94,2025,Qtr 3,September,14,T003980,6.58
Non-alcoholic,grace.nguyen312@icloud.com,D003,Coffee,drink,3.29,1,56,51.27,2025,Qtr 4,October,27,T004487,3.29
Non-alcoholic,grace.nguyen312@icloud.com,D008,Iced Tea,drink,3.49,1,124,58.46,2024,Qtr 4,November,13,T000194,3.49
Non-alcoholic,grace.nguyen312@icloud.com,D008,Iced Tea,drink,3.49,1,147,236.37,2025,Qtr 1,January,28,T001097,3.49
Non-alcoholic,grace.nguyen312@icloud.com,D009,Energy Drink,drink,4.99,1,123,124.73,2024,Qtr 4,December,27,T000798,4.99
Non-alcoholic,grace.nguyen312@icloud.com,D009,Energy Drink,drink,9.98,2,147,236.37,2025,Qtr 1,January,28,T001097,4.99
Non-alcoholic,grace.nguyen312@icloud.com,D009,Energy Drink,drink,4.99,1,62,100.44,2025,Qtr 1,February,17,T001288,4.99
Non-alcoholic,grace.nguyen312@icloud.com,D009,Energy Drink,drink,4.99,1,99,126.2,2025,Qtr 3,September,2,T003843,4.99
Non-alcoholic,grace.su191@gmail.com,D001,Soft Drink,drink,3.49,1,87,78.97,2025,Qtr 2,May,3,T002115,3.49
Non-alcoholic,grace.su191@gmail.com,D008,Iced Tea,drink,3.49,1,92,47.46,2025,Qtr 3,July,1,T002904,3.49
Non-alcoholic,grace.su191@gmail.com,D008,Iced Tea,drink,3.49,1,90,47.46,2025,Qtr 3,August,2,T003357,3.49
Non-alcoholic,grace.su191@gmail.com,D008,Iced Tea,drink,3.49,1,191,134.95,2025,Qtr 4,October,1,T004184,3.49
Non-alcoholic,grace.su191@gmail.com,D009,Energy Drink,drink,4.99,1,92,47.46,2025,Qtr 3,July,1,T002904,4.99
Non-alcoholic,grace.su408@gmail.com,D001,Soft Drink,drink,3.49,1,84,142.7,2024,Qtr 4,December,29,T000832,3.49
Non-alcoholic,grace.su408@gmail.com,D001,Soft Drink,drink,3.49,1,92,256.37,2025,Qtr 3,August,4,T003392,3.49
Non-alcoholic,grace.su408@gmail.com,D001,Soft Drink,drink,3.49,1,128,94.61,2025,Qtr 3,August,5,T003402,3.49
Non-alcoholic,grace.su408@gmail.com,D002,Bottled Water,drink,2.99,1,84,142.7,2024,Qtr 4,December,29,T000832,2.99
Non-alcoholic,grace.su408@gmail.com,D002,Bottled Water,drink,5.98,2,79,120.27,2025,Qtr 1,January,12,T000956,2.99
Non-alcoholic,grace.su408@gmail.com,D002,Bottled Water,drink,5.98,2,96,33.46,2025,Qtr 1,March,19,T001594,2.99
Non-alcoholic,grace.su408@gmail.com,D002,Bottled Water,drink,2.99,1,80,119.73,2025,Qtr 2,June,24,T002798,2.99
Non-alcoholic,grace.su408@gmail.com,D002,Bottled Water,drink,2.99,1,92,34.47,2025,Qtr 3,July,28,T003284,2.99
Non-alcoholic,grace.su408@gmail.com,D002,Bottled Water,drink,2.99,1,92,256.37,2025,Qtr 3,August,4,T003392,2.99
Non-alcoholic,grace.su408@gmail.com,D003,Coffee,drink,3.29,1,79,28.27,2024,Qtr 4,December,28,T000811,3.29
Non-alcoholic,grace.su408@gmail.com,D003,Coffee,drink,3.29,1,84,142.7,2024,Qtr 4,December,29,T000832,3.29
Non-alcoholic,grace.su408@gmail.com,D003,Coffee,drink,9.870000000000001,3,158,240.54,2025,Qtr 1,January,12,T000956,6.58
Non-alcoholic,grace.su408@gmail.com,D003,Coffee,drink,3.29,1,80,119.73,2025,Qtr 2,June,24,T002798,3.29
Non-alcoholic,grace.su408@gmail.com,D003,Coffee,drink,13.16,4,256,189.22,2025,Qtr 3,August,5,T003402,6.58
Non-alcoholic,grace.su408@gmail.com,D008,Iced Tea,drink,3.49,1,79,120.27,2025,Qtr 1,January,12,T000956,3.49
Non-alcoholic,grace.su408@gmail.com,D008,Iced Tea,drink,3.49,1,128,94.61,2025,Qtr 3,August,5,T003402,3.49
Non-alcoholic,grace.su408@gmail.com,D009,Energy Drink,drink,4.99,1,139,190.38,2024,Qtr 4,November,19,T000256,4.99
Non-alcoholic,grace.wang393@hotmail.com,D001,Soft Drink,drink,3.49,1,38,34.95,2025,Qtr 1,January,29,T001105,3.49
Non-alcoholic,grace.wang393@hotmail.com,D001,Soft Drink,drink,6.98,2,92,183.86,2025,Qtr 2,April,14,T001894,3.49
Non-alcoholic,grace.wang393@hotmail.com,D001,Soft Drink,drink,10.47,3,308,444.7,2025,Qtr 3,July,12,T003050,6.98
Non-alcoholic,grace.wang393@hotmail.com,D002,Bottled Water,drink,5.98,2,84,127.88,2024,Qtr 4,October,29,T000019,5.98
Non-alcoholic,grace.wang393@hotmail.com,D002,Bottled Water,drink,2.99,1,163,83.46,2024,Qtr 4,October,31,T000039,2.99
Non-alcoholic,grace.wang393@hotmail.com,D002,Bottled Water,drink,2.99,1,38,34.95,2025,Qtr 1,January,29,T001105,2.99
Non-alcoholic,grace.wang393@hotmail.com,D002,Bottled Water,drink,5.98,2,184,367.72,2025,Qtr 2,April,14,T001894,5.98
Non-alcoholic,grace.wang393@hotmail.com,D003,Coffee,drink,6.58,2,114,44.56,2025,Qtr 1,January,25,T001068,3.29
Non-alcoholic,grace.wang393@hotmail.com,D003,Coffee,drink,9.870000000000001,3,294,318.6,2025,Qtr 1,March,18,T001586,6.58
Non-alcoholic,grace.wang393@hotmail.com,D003,Coffee,drink,3.29,1,97,66.74,2025,Qtr 3,August,2,T003345,3.29
Non-alcoholic,grace.wang393@hotmail.com,D008,Iced Tea,drink,6.98,2,122,156.91,2024,Qtr 4,October,30,T000032,3.49
Non-alcoholic,grace.wang393@hotmail.com,D008,Iced Tea,drink,6.98,2,113,16.97,2024,Qtr 4,November,8,T000129,3.49
Non-alcoholic,grace.wang393@hotmail.com,D008,Iced Tea,drink,6.98,2,154,222.35,2025,Qtr 3,July,12,T003050,3.49
Non-alcoholic,grace.wang393@hotmail.com,D008,Iced Tea,drink,3.49,1,103,83.44,2025,Qtr 3,August,14,T003531,3.49
Non-alcoholic,grace.wang393@hotmail.com,D009,Energy Drink,drink,4.99,1,42,63.94,2024,Qtr 4,October,29,T000019,4.99
Non-alcoholic,grace.wang393@hotmail.com,D009,Energy Drink,drink,4.99,1,99,29.97,2024,Qtr 4,November,29,T000364,4.99
Non-alcoholic,grace.wang393@hotmail.com,D009,Energy Drink,drink,4.99,1,138,91.46,2024,Qtr 4,December,10,T000539,4.99
Non-alcoholic,grace.wang393@hotmail.com,D009,Energy Drink,drink,9.98,2,147,159.3,2025,Qtr 1,March,18,T001586,4.99
Non-alcoholic,grace.wang393@hotmail.com,D009,Energy Drink,drink,14.97,3,92,183.86,2025,Qtr 2,April,14,T001894,4.99
Non-alcoholic,grace.wang393@hotmail.com,D009,Energy Drink,drink,4.99,1,154,222.35,2025,Qtr 3,July,12,T003050,4.99
Non-alcoholic,grace.wang393@hotmail.com,D009,Energy Drink,drink,4.99,1,97,66.74,2025,Qtr 3,August,2,T003345,4.99
Non-alcoholic,grace.wang393@hotmail.com,D009,Energy Drink,drink,9.98,2,152,64.96,2025,Qtr 3,August,31,T003813,4.99
Non-alcoholic,grace.wang393@hotmail.com,D009,Energy Drink,drink,4.99,1,74,21.98,2025,Qtr 3,September,5,T003883,4.99
Non-alcoholic,hannah.lin411@hotmail.com,D001,Soft Drink,drink,3.49,1,90,74.46,2025,Qtr 2,June,18,T002711,3.49
Non-alcoholic,hannah.lin411@hotmail.com,D001,Soft Drink,drink,6.98,2,83,115.67,2025,Qtr 3,August,19,T003606,3.49
Non-alcoholic,hannah.lin411@hotmail.com,D002,Bottled Water,drink,2.99,1,81,196.87,2025,Qtr 1,February,20,T001303,2.99
Non-alcoholic,hannah.lin411@hotmail.com,D002,Bottled Water,drink,2.99,1,110,50.47,2025,Qtr 2,June,25,T002816,2.99
Non-alcoholic,hannah.lin411@hotmail.com,D002,Bottled Water,drink,2.99,1,83,115.67,2025,Qtr 3,August,19,T003606,2.99
Non-alcoholic,hannah.lin411@hotmail.com,D003,Coffee,drink,3.29,1,142,45.24,2024,Qtr 4,December,3,T000438,3.29
Non-alcoholic,hannah.lin411@hotmail.com,D003,Coffee,drink,3.29,1,95,178.7,2025,Qtr 2,June,16,T002684,3.29
Non-alcoholic,hannah.lin411@hotmail.com,D003,Coffee,drink,3.29,1,83,115.67,2025,Qtr 3,August,19,T003606,3.29
Non-alcoholic,hannah.lin411@hotmail.com,D008,Iced Tea,drink,3.49,1,142,45.24,2024,Qtr 4,December,3,T000438,3.49
Non-alcoholic,hannah.lin411@hotmail.com,D008,Iced Tea,drink,6.98,2,236,109.94,2025,Qtr 1,January,23,T001051,6.98
Non-alcoholic,hannah.lin411@hotmail.com,D008,Iced Tea,drink,3.49,1,95,178.7,2025,Qtr 2,June,16,T002684,3.49
Non-alcoholic,hannah.lin411@hotmail.com,D008,Iced Tea,drink,3.49,1,90,74.46,2025,Qtr 2,June,18,T002711,3.49
Non-alcoholic,hannah.lin411@hotmail.com,D008,Iced Tea,drink,3.49,1,83,115.67,2025,Qtr 3,August,19,T003606,3.49
Non-alcoholic,hannah.lin411@hotmail.com,D009,Energy Drink,drink,4.99,1,81,196.87,2025,Qtr 1,February,20,T001303,4.99
Non-alcoholic,hannah.lin411@hotmail.com,D009,Energy Drink,drink,4.99,1,90,26.48,2025,Qtr 2,April,24,T002005,4.99
Non-alcoholic,hannah.lin411@hotmail.com,D009,Energy Drink,drink,9.98,2,95,178.7,2025,Qtr 2,June,16,T002684,4.99
Non-alcoholic,hannah.lin411@hotmail.com,D009,Energy Drink,drink,14.97,3,249,347.01,2025,Qtr 3,August,19,T003606,14.97
Non-alcoholic,hannah.lopez293@hotmail.com,D001,Soft Drink,drink,6.98,2,160,223.8,2024,Qtr 4,December,29,T000826,6.98
Non-alcoholic,hannah.lopez293@hotmail.com,D001,Soft Drink,drink,6.98,2,88,31.96,2025,Qtr 2,April,16,T001917,3.49
Non-alcoholic,hannah.lopez293@hotmail.com,D001,Soft Drink,drink,3.49,1,93,71.25,2025,Qtr 2,June,14,T002646,3.49
Non-alcoholic,hannah.lopez293@hotmail.com,D001,Soft Drink,drink,3.49,1,144,114.45,2025,Qtr 3,September,21,T004060,3.49
Non-alcoholic,hannah.lopez293@hotmail.com,D003,Coffee,drink,3.29,1,93,71.25,2025,Qtr 2,June,14,T002646,3.29
Non-alcoholic,hannah.lopez293@hotmail.com,D008,Iced Tea,drink,3.49,1,83,155.38,2024,Qtr 4,December,3,T000440,3.49
Non-alcoholic,hannah.lopez293@hotmail.com,D008,Iced Tea,drink,3.49,1,80,111.9,2024,Qtr 4,December,29,T000826,3.49
Non-alcoholic,hannah.lopez293@hotmail.com,D009,Energy Drink,drink,4.99,1,123,112.92,2024,Qtr 4,November,8,T000117,4.99
Non-alcoholic,hannah.lopez293@hotmail.com,D009,Energy Drink,drink,4.99,1,30,4.99,2025,Qtr 3,September,23,T004086,4.99
Non-alcoholic,hannah.lopez293@hotmail.com,D009,Energy Drink,drink,4.99,1,107,17.48,2025,Qtr 4,October,3,T004215,4.99
Non-alcoholic,hannah.nowak22@outlook.com,D001,Soft Drink,drink,3.49,1,30,43.05,2024,Qtr 4,October,29,T000018,3.49
Non-alcoholic,hannah.nowak22@outlook.com,D001,Soft Drink,drink,10.47,3,186,415.34,2024,Qtr 4,November,30,T000384,6.98
Non-alcoholic,hannah.nowak22@outlook.com,D001,Soft Drink,drink,3.49,1,104,149.85,2025,Qtr 1,March,18,T001582,3.49
Non-alcoholic,hannah.nowak22@outlook.com,D002,Bottled Water,drink,8.97,3,208,299.7,2025,Qtr 1,March,18,T001582,5.98
Non-alcoholic,hannah.nowak22@outlook.com,D002,Bottled Water,drink,2.99,1,111,90.95,2025,Qtr 4,October,3,T004212,2.99
Non-alcoholic,hannah.nowak22@outlook.com,D003,Coffee,drink,6.58,2,30,43.05,2024,Qtr 4,October,29,T000018,3.29
Non-alcoholic,hannah.nowak22@outlook.com,D003,Coffee,drink,3.29,1,93,207.67,2024,Qtr 4,November,30,T000384,3.29
Non-alcoholic,hannah.nowak22@outlook.com,D003,Coffee,drink,9.870000000000001,3,260,197.6,2025,Qtr 1,March,5,T001437,6.58
Non-alcoholic,hannah.nowak22@outlook.com,D008,Iced Tea,drink,3.49,1,30,43.05,2024,Qtr 4,October,29,T000018,3.49
Non-alcoholic,hannah.nowak22@outlook.com,D008,Iced Tea,drink,3.49,1,89,60.44,2025,Qtr 1,March,7,T001451,3.49
Non-alcoholic,hannah.nowak22@outlook.com,D009,Energy Drink,drink,9.98,2,186,415.34,2024,Qtr 4,November,30,T000384,9.98
Non-alcoholic,hannah.nowak22@outlook.com,D009,Energy Drink,drink,14.97,3,178,120.88,2025,Qtr 1,March,7,T001451,9.98
Non-alcoholic,hannah.nowak22@outlook.com,D009,Energy Drink,drink,9.98,2,104,149.85,2025,Qtr 1,March,18,T001582,4.99
Non-alcoholic,hannah.rodriguez220@icloud.com,D001,Soft Drink,drink,3.49,1,108,59.97,2024,Qtr 4,December,12,T000576,3.49
Non-alcoholic,hannah.rodriguez220@icloud.com,D002,Bottled Water,drink,2.99,1,54,123.42,2025,Qtr 1,January,30,T001106,2.99
Non-alcoholic,hannah.rodriguez220@icloud.com,D002,Bottled Water,drink,2.99,1,102,142.4,2025,Qtr 3,July,19,T003146,2.99
Non-alcoholic,hannah.rodriguez220@icloud.com,D003,Coffee,drink,3.29,1,142,136.23,2025,Qtr 2,May,15,T002265,3.29
Non-alcoholic,hannah.rodriguez220@icloud.com,D003,Coffee,drink,3.29,1,65,32.28,2025,Qtr 2,June,8,T002548,3.29
Non-alcoholic,hannah.rodriguez220@icloud.com,D008,Iced Tea,drink,3.49,1,54,123.42,2025,Qtr 1,January,30,T001106,3.49
Non-alcoholic,hannah.rodriguez220@icloud.com,D008,Iced Tea,drink,3.49,1,142,136.23,2025,Qtr 2,May,15,T002265,3.49
Non-alcoholic,hannah.rodriguez220@icloud.com,D008,Iced Tea,drink,3.49,1,30,47.46,2025,Qtr 3,August,31,T003801,3.49
Non-alcoholic,hannah.rodriguez220@icloud.com,D009,Energy Drink,drink,4.99,1,108,59.97,2024,Qtr 4,December,12,T000576,4.99
Non-alcoholic,hannah.rodriguez220@icloud.com,D009,Energy Drink,drink,4.99,1,78,104.42,2025,Qtr 2,June,6,T002525,4.99
Non-alcoholic,hannah.rodriguez220@icloud.com,D009,Energy Drink,drink,4.99,1,102,142.4,2025,Qtr 3,July,19,T003146,4.99
Non-alcoholic,harper.chen291@hotmail.com,D001,Soft Drink,drink,3.49,1,138,51.47,2025,Qtr 2,May,18,T002316,3.49
Non-alcoholic,harper.chen291@hotmail.com,D001,Soft Drink,drink,6.98,2,87,63.24,2025,Qtr 3,August,12,T003509,3.49
Non-alcoholic,harper.chen291@hotmail.com,D002,Bottled Water,drink,2.99,1,140,55.95,2024,Qtr 4,November,18,T000241,2.99
Non-alcoholic,harper.chen291@hotmail.com,D002,Bottled Water,drink,2.99,1,99,12.99,2025,Qtr 2,June,8,T002556,2.99
Non-alcoholic,harper.chen291@hotmail.com,D002,Bottled Water,drink,2.99,1,69,149.41,2025,Qtr 3,August,4,T003393,2.99
Non-alcoholic,harper.chen291@hotmail.com,D002,Bottled Water,drink,8.97,3,261,189.72,2025,Qtr 3,August,12,T003509,8.97
Non-alcoholic,harper.chen291@hotmail.com,D002,Bottled Water,drink,2.99,1,105,48.93,2025,Qtr 3,August,23,T003659,2.99
Non-alcoholic,harper.chen291@hotmail.com,D003,Coffee,drink,3.29,1,79,19.29,2025,Qtr 1,March,13,T001520,3.29
Non-alcoholic,harper.chen291@hotmail.com,D003,Coffee,drink,3.29,1,87,63.24,2025,Qtr 3,August,12,T003509,3.29
Non-alcoholic,harper.chen291@hotmail.com,D003,Coffee,drink,9.870000000000001,3,435,348.87,2025,Qtr 3,August,13,T003524,9.870000000000001
Non-alcoholic,harper.chen291@hotmail.com,D003,Coffee,drink,3.29,1,132,35.25,2025,Qtr 4,October,9,T004287,3.29
Non-alcoholic,harper.chen291@hotmail.com,D008,Iced Tea,drink,3.49,1,140,55.95,2024,Qtr 4,November,18,T000241,3.49
Non-alcoholic,harper.chen291@hotmail.com,D008,Iced Tea,drink,6.98,2,72,93.94,2024,Qtr 4,December,17,T000650,3.49
Non-alcoholic,harper.chen291@hotmail.com,D008,Iced Tea,drink,3.49,1,138,51.47,2025,Qtr 2,May,18,T002316,3.49
Non-alcoholic,harper.chen291@hotmail.com,D008,Iced Tea,drink,3.49,1,105,48.93,2025,Qtr 3,August,23,T003659,3.49
Non-alcoholic,harper.chen291@hotmail.com,D008,Iced Tea,drink,10.47,3,132,35.25,2025,Qtr 4,October,9,T004287,3.49
Non-alcoholic,harper.chen291@hotmail.com,D009,Energy Drink,drink,4.99,1,69,149.41,2025,Qtr 3,August,4,T003393,4.99
Non-alcoholic,harper.chen291@hotmail.com,D009,Energy Drink,drink,9.98,2,105,48.93,2025,Qtr 3,August,23,T003659,4.99
Non-alcoholic,harper.ivanov327@hotmail.com,D001,Soft Drink,drink,3.49,1,111,164.42,2025,Qtr 2,May,4,T002145,3.49
Non-alcoholic,harper.ivanov327@hotmail.com,D002,Bottled Water,drink,2.99,1,130,111.42,2025,Qtr 1,February,28,T001378,2.99
Non-alcoholic,harper.ivanov327@hotmail.com,D002,Bottled Water,drink,2.99,1,30,51.46,2025,Qtr 2,April,29,T002076,2.99
Non-alcoholic,harper.ivanov327@hotmail.com,D003,Coffee,drink,3.29,1,157,95.78,2025,Qtr 1,January,24,T001064,3.29
Non-alcoholic,harper.ivanov327@hotmail.com,D003,Coffee,drink,3.29,1,137,163.21,2025,Qtr 2,April,27,T002038,3.29
Non-alcoholic,harper.ivanov327@hotmail.com,D009,Energy Drink,drink,4.99,1,137,163.21,2025,Qtr 2,April,27,T002038,4.99
Non-alcoholic,harper.liu61@outlook.com,D001,Soft Drink,drink,3.49,1,147,89.93,2025,Qtr 2,May,28,T002419,3.49
Non-alcoholic,harper.liu61@outlook.com,D001,Soft Drink,drink,3.49,1,119,46.98,2025,Qtr 3,September,30,T004174,3.49
Non-alcoholic,harper.liu61@outlook.com,D002,Bottled Water,drink,2.99,1,108,94.94,2025,Qtr 1,February,21,T001313,2.99
Non-alcoholic,harper.liu61@outlook.com,D002,Bottled Water,drink,5.98,2,48,142.7,2025,Qtr 1,February,23,T001330,2.99
Non-alcoholic,harper.liu61@outlook.com,D002,Bottled Water,drink,2.99,1,59,172.52,2025,Qtr 2,May,3,T002114,2.99
Non-alcoholic,harper.liu61@outlook.com,D002,Bottled Water,drink,2.99,1,48,46.46,2025,Qtr 3,August,7,T003433,2.99
Non-alcoholic,harper.liu61@outlook.com,D002,Bottled Water,drink,2.99,1,120,81.93,2025,Qtr 4,October,10,T004295,2.99
Non-alcoholic,harper.liu61@outlook.com,D003,Coffee,drink,3.29,1,48,142.7,2025,Qtr 1,February,23,T001330,3.29
Non-alcoholic,harper.liu61@outlook.com,D003,Coffee,drink,6.58,2,59,172.52,2025,Qtr 2,May,3,T002114,3.29
Non-alcoholic,harper.liu61@outlook.com,D008,Iced Tea,drink,6.98,2,147,89.93,2025,Qtr 2,May,28,T002419,3.49
Non-alcoholic,harper.liu61@outlook.com,D008,Iced Tea,drink,3.49,1,119,46.98,2025,Qtr 3,September,30,T004174,3.49
Non-alcoholic,harper.liu61@outlook.com,D009,Energy Drink,drink,4.99,1,73,124.97,2025,Qtr 1,January,21,T001040,4.99
Non-alcoholic,harper.liu61@outlook.com,D009,Energy Drink,drink,4.99,1,108,94.94,2025,Qtr 1,February,21,T001313,4.99
Non-alcoholic,harper.liu61@outlook.com,D009,Energy Drink,drink,4.99,1,101,52.97,2025,Qtr 2,May,1,T002093,4.99
Non-alcoholic,harper.liu61@outlook.com,D009,Energy Drink,drink,4.99,1,147,89.93,2025,Qtr 2,May,28,T002419,4.99
Non-alcoholic,harper.liu61@outlook.com,D009,Energy Drink,drink,4.99,1,120,81.93,2025,Qtr 4,October,10,T004295,4.99
Non-alcoholic,harper.liu61@outlook.com,D009,Energy Drink,drink,4.99,1,166,4.99,2025,Qtr 4,October,18,T004372,4.99
Non-alcoholic,harper.martinez292@yahoo.com,D001,Soft Drink,drink,3.49,1,84,44.43,2025,Qtr 3,August,1,T003339,3.49
Non-alcoholic,harper.martinez292@yahoo.com,D001,Soft Drink,drink,3.49,1,71,92.43,2025,Qtr 4,October,7,T004267,3.49
Non-alcoholic,harper.martinez292@yahoo.com,D002,Bottled Water,drink,2.99,1,87,65.96,2024,Qtr 4,November,24,T000307,2.99
Non-alcoholic,harper.martinez292@yahoo.com,D003,Coffee,drink,6.58,2,228,206,2025,Qtr 2,June,14,T002643,6.58
Non-alcoholic,harper.martinez292@yahoo.com,D003,Coffee,drink,3.29,1,136,103.21,2025,Qtr 3,July,15,T003086,3.29
Non-alcoholic,harper.martinez292@yahoo.com,D008,Iced Tea,drink,3.49,1,57,31.48,2025,Qtr 1,January,31,T001119,3.49
Non-alcoholic,harper.martinez292@yahoo.com,D008,Iced Tea,drink,3.49,1,97,151.91,2025,Qtr 2,June,8,T002563,3.49
Non-alcoholic,harper.martinez292@yahoo.com,D008,Iced Tea,drink,3.49,1,114,103,2025,Qtr 2,June,14,T002643,3.49
Non-alcoholic,harper.martinez292@yahoo.com,D008,Iced Tea,drink,3.49,1,136,103.21,2025,Qtr 3,July,15,T003086,3.49
Non-alcoholic,harper.martinez292@yahoo.com,D008,Iced Tea,drink,3.49,1,71,92.43,2025,Qtr 4,October,7,T004267,3.49
