transaction_id,total_bill_amount,email,transaction_date,quantity,time_spent_min,name,phone,loyalty_enrolled,loyalty_id,tier,points_earned,gender,age,birthday,occupation
T003308,53.45,aiden.chan248@hotmail.com,29-Jul-25,7,157,Aiden Chan,1-365-840-722,Y,L000249,Very Frequent,12475,Male,40,21-May-85,Graphic Designer
T003428,32.46,victoria.lee331@outlook.com,7-Aug-25,4,58,Victoria Lee,1-365-766-4933,Y,L000332,Very Frequent,13096,Male,18,27-Sep-07,Graphic Designer
T003480,166.43,victoria.lee331@outlook.com,10-Aug-25,14,164,Victoria Lee,1-365-766-4933,Y,L000332,Very Frequent,13096,Male,18,27-Sep-07,Graphic Designer
T003488,32.55,victoria.lee331@outlook.com,11-Aug-25,5,73,Victoria Lee,1-365-766-4933,Y,L000332,Very Frequent,13096,Male,18,27-Sep-07,Graphic Designer
T003499,107.24,lucas.johnson76@outlook.com,11-Aug-25,10,139,Lucas Johnson,1-905-629-8543,Y,L000077,Very Frequent,12754,Male,53,13-May-72,Graphic Designer
T003525,59.07,joseph.nguyen416@icloud.com,14-Aug-25,4,93,Joseph Nguyen,1-647-636-9023,Y,L000417,Very Frequent,11122,Male,35,17-Feb-90,Graphic Designer
T003596,53.97,joseph.nguyen416@icloud.com,18-Aug-25,4,30,Joseph Nguyen,1-647-636-9023,Y,L000417,Very Frequent,11122,Male,35,17-Feb-90,Graphic Designer
T003650,169.42,aiden.chan248@hotmail.com,22-Aug-25,13,151,Aiden Chan,1-365-840-722,Y,L000249,Very Frequent,12475,Male,40,21-May-85,Graphic Designer
T003683,17.99,aiden.chan248@hotmail.com,24-Aug-25,2,47,Aiden Chan,1-365-840-722,Y,L000249,Very Frequent,12475,Male,40,21-May-85,Graphic Designer
T003706,77.96,victoria.lee331@outlook.com,25-Aug-25,6,115,Victoria Lee,1-365-766-4933,Y,L000332,Very Frequent,13096,Male,18,27-Sep-07,Graphic Designer
T003708,111.25,jackson.kowalski455@yahoo.com,25-Aug-25,9,77,Jackson Kowalski,1-416-631-8442,Y,L000456,Very Frequent,11145,Male,33,23-Dec-92,Graphic Designer
T003864,182.89,sebastian.garcia226@outlook.com,4-Sep-25,13,85,Sebastian Garcia,1-416-94-7104,Y,L000227,Very Frequent,9592,Male,40,9-Feb-85,Graphic Designer
T003872,119.22,victoria.lee331@outlook.com,5-Sep-25,11,122,Victoria Lee,1-365-766-4933,Y,L000332,Very Frequent,13096,Male,18,27-Sep-07,Graphic Designer
T003892,120.92,alexander.su258@hotmail.com,6-Sep-25,12,68,Alexander Su,1-437-870-6809,Y,L000259,Very Frequent,11326,Male,35,25-Dec-90,Graphic Designer
T003927,219.66,sebastian.garcia226@outlook.com,8-Sep-25,20,115,Sebastian Garcia,1-416-94-7104,Y,L000227,Very Frequent,9592,Male,40,9-Feb-85,Graphic Designer
T003994,30.97,sebastian.garcia226@outlook.com,15-Sep-25,3,71,Sebastian Garcia,1-416-94-7104,Y,L000227,Very Frequent,9592,Male,40,9-Feb-85,Graphic Designer
T004031,94.93,jackson.kowalski455@yahoo.com,19-Sep-25,7,89,Jackson Kowalski,1-416-631-8442,Y,L000456,Very Frequent,11145,Male,33,23-Dec-92,Graphic Designer
T004042,111.9,alexander.su258@hotmail.com,20-Sep-25,13,114,Alexander Su,1-437-870-6809,Y,L000259,Very Frequent,11326,Male,35,25-Dec-90,Graphic Designer
T004145,70.54,alexander.su258@hotmail.com,28-Sep-25,7,108,Alexander Su,1-437-870-6809,Y,L000259,Very Frequent,11326,Male,35,25-Dec-90,Graphic Designer
T004147,94.95,aiden.chan248@hotmail.com,28-Sep-25,7,145,Aiden Chan,1-365-840-722,Y,L000249,Very Frequent,12475,Male,40,21-May-85,Graphic Designer
T004187,91.24,aiden.chan248@hotmail.com,2-Oct-25,8,137,Aiden Chan,1-365-840-722,Y,L000249,Very Frequent,12475,Male,40,21-May-85,Graphic Designer
T004199,9.99,jackson.kowalski455@yahoo.com,2-Oct-25,1,56,Jackson Kowalski,1-416-631-8442,Y,L000456,Very Frequent,11145,Male,33,23-Dec-92,Graphic Designer
T004231,18.98,alexander.su258@hotmail.com,4-Oct-25,2,75,Alexander Su,1-437-870-6809,Y,L000259,Very Frequent,11326,Male,35,25-Dec-90,Graphic Designer
T004238,146.94,lucas.johnson76@outlook.com,5-Oct-25,9,115,Lucas Johnson,1-905-629-8543,Y,L000077,Very Frequent,12754,Male,53,13-May-72,Graphic Designer
T004257,161.43,jackson.kowalski455@yahoo.com,6-Oct-25,12,145,Jackson Kowalski,1-416-631-8442,Y,L000456,Very Frequent,11145,Male,33,23-Dec-92,Graphic Designer
T004258,38.24,sebastian.garcia226@outlook.com,6-Oct-25,6,123,Sebastian Garcia,1-416-94-7104,Y,L000227,Very Frequent,9592,Male,40,9-Feb-85,Graphic Designer
T004383,61.45,alexander.su258@hotmail.com,19-Oct-25,6,112,Alexander Su,1-437-870-6809,Y,L000259,Very Frequent,11326,Male,35,25-Dec-90,Graphic Designer
T004440,305.81,joseph.nguyen416@icloud.com,24-Oct-25,23,100,Joseph Nguyen,1-647-636-9023,Y,L000417,Very Frequent,11122,Male,35,17-Feb-90,Graphic Designer
T004488,87.42,alexander.su258@hotmail.com,27-Oct-25,9,83,Alexander Su,1-437-870-6809,Y,L000259,Very Frequent,11326,Male,35,25-Dec-90,Graphic Designer
T000001,137.94,mason.chan230@icloud.com,28-Oct-24,9,151,Mason Chan,1-289-113-9368,Y,L000231,Frequent,6561,Male,38,31-Dec-87,Teacher
T000028,50.43,madison.huang83@hotmail.com,30-Oct-24,7,75,Madison Huang,1-905-989-2384,Y,L000084,Frequent,6373,Male,29,19-Jan-96,Barista
T000038,66.26,olivia.anderson373@icloud.com,31-Oct-24,5,126,Olivia Anderson,1-416-345-1523,Y,L000374,Frequent,7519,Male,32,12-May-93,Student
T000050,133.39,noah.wilson1@yahoo.com,1-Nov-24,12,91,Noah Wilson,1-647-501-6525,Y,L000002,Frequent,6415,Male,28,18-Mar-97,Electrician
T000053,53.53,logan.wilson129@icloud.com,2-Nov-24,7,110,Logan Wilson,1-365-124-4513,Y,L000130,Frequent,4401,Male,33,4-Sep-92,Sales Associate
T000057,19.98,emma.anderson437@gmail.com,2-Nov-24,2,135,Emma Anderson,1-647-769-7011,Y,L000438,Frequent,7993,Male,22,19-Dec-03,Accountant
T000073,34.47,scarlett.su40@outlook.com,3-Nov-24,4,181,Scarlett Su,1-905-502-4564,Y,L000041,Frequent,4218,Male,27,4-Feb-98,Data Analyst
T000079,73.97,william.smith280@hotmail.com,4-Nov-24,6,74,William Smith,1-416-238-8906,Y,L000281,Frequent,6685,Male,18,1-Dec-07,Accountant
T000088,32.98,scarlett.singh94@yahoo.com,5-Nov-24,4,114,Scarlett Singh,1-365-60-7031,Y,L000095,Frequent,6131,Male,27,18-Jan-98,Sales Associate
T000091,185.15,henry.lam334@gmail.com,5-Nov-24,16,110,Henry Lam,1-365-590-8583,Y,L000335,Frequent,5452,Male,23,23-Dec-02,Product Manager
T000095,174.42,emma.anderson437@gmail.com,6-Nov-24,11,59,Emma Anderson,1-647-769-7011,Y,L000438,Frequent,7993,Male,22,19-Dec-03,Accountant
T000096,68.96,samuel.macdonald16@yahoo.com,6-Nov-24,4,141,Samuel MacDonald,1-647-500-5070,Y,L000017,Frequent,7133,Male,41,15-Apr-84,Nurse
T000101,30.97,jackson.kowalski152@gmail.com,6-Nov-24,3,54,Jackson Kowalski,1-365-839-2990,Y,L000153,Frequent,5520,Male,39,26-Jun-86,Product Manager
T000113,67.24,carter.gonzalez338@gmail.com,7-Nov-24,6,37,Carter Gonzalez,1-437-750-728,Y,L000339,Frequent,6764,Male,43,12-Jun-82,Teacher
T000115,72.46,ella.lin358@yahoo.com,7-Nov-24,6,97,Ella Lin,1-365-693-245,Y,L000359,Frequent,7869,Male,43,28-Jul-82,Marketing Specialist
T000122,70.46,jack.gonzalez233@gmail.com,8-Nov-24,5,146,Jack Gonzalez,1-289-191-7079,Y,L000234,Frequent,4365,Male,41,24-Jun-84,Accountant
T000123,160.66,james.wang383@gmail.com,8-Nov-24,16,79,James Wang,1-365-835-2662,Y,L000384,Frequent,7375,Male,23,1-May-02,Truck Driver
T000142,85.46,michael.lee149@outlook.com,9-Nov-24,6,128,Michael Lee,1-437-806-2744,Y,L000150,Frequent,6748,Male,18,6-Sep-07,Consultant
T000144,99.42,henry.lin68@hotmail.com,9-Nov-24,8,111,Henry Lin,1-289-567-3925,Y,L000069,Frequent,5985,Male,42,2-Sep-83,Sales Associate
T000148,106.93,jackson.brown140@hotmail.com,10-Nov-24,10,73,Jackson Brown,1-416-333-230,Y,L000141,Frequent,5614,Male,40,14-Apr-85,Electrician
T000149,89.44,elijah.zhang168@hotmail.com,10-Nov-24,7,39,Elijah Zhang,1-289-499-8971,Y,L000169,Frequent,4101,Male,40,13-Aug-85,Nurse
T000160,94.44,olivia.anderson373@icloud.com,10-Nov-24,7,65,Olivia Anderson,1-416-345-1523,Y,L000374,Frequent,7519,Male,32,12-May-93,Student
T000162,43.78,scarlett.white270@outlook.com,10-Nov-24,4,185,Scarlett White,1-416-352-8536,Y,L000271,Frequent,3798,Male,35,8-Dec-90,Accountant
T000183,63.93,henry.kowalski314@yahoo.com,12-Nov-24,7,83,Henry Kowalski,1-647-981-4949,Y,L000315,Frequent,7229,Male,27,23-Apr-98,Software Engineer
T000184,135.17,henry.smith288@gmail.com,12-Nov-24,14,114,Henry Smith,1-647-183-6652,Y,L000289,Frequent,6588,Male,21,1-Jul-04,Teacher
T000187,67.32,olivia.anderson373@icloud.com,13-Nov-24,9,111,Olivia Anderson,1-416-345-1523,Y,L000374,Frequent,7519,Male,32,12-May-93,Student
T000211,88.95,oliver.su212@yahoo.com,15-Nov-24,8,96,Oliver Su,1-365-129-5413,Y,L000213,Frequent,7747,Male,33,10-Nov-92,Customer Service Rep
T000225,124.4,evelyn.martinez130@hotmail.com,16-Nov-24,11,60,Evelyn Martinez,1-437-606-3353,Y,L000131,Frequent,7936,Male,18,21-Nov-07,Nurse
T000239,23.27,riley.brown202@yahoo.com,17-Nov-24,3,59,Riley Brown,1-647-54-6820,Y,L000203,Frequent,7454,Male,41,20-Aug-84,Graphic Designer
T000260,77.44,owen.anderson246@hotmail.com,20-Nov-24,7,130,Owen Anderson,1-365-599-1121,Y,L000247,Frequent,5100,Male,23,23-Mar-02,Student
T000273,136.47,madison.kim475@outlook.com,21-Nov-24,6,182,Madison Kim,1-416-346-7413,Y,L000476,Frequent,7009,Male,27,21-Apr-98,Barista
T000283,13.56,wyatt.garcia284@outlook.com,22-Nov-24,4,117,Wyatt Garcia,1-905-202-7511,Y,L000285,Frequent,7058,Male,47,19-May-78,Graphic Designer
T000292,60.05,elijah.martin454@outlook.com,23-Nov-24,8,118,Elijah Martin,1-365-151-4356,Y,L000455,Frequent,7867,Male,31,2-Sep-94,Chef
T000298,18.98,henry.martin143@yahoo.com,23-Nov-24,2,97,Henry Martin,1-905-660-8456,Y,L000144,Frequent,7066,Male,41,27-Jan-84,Consultant
T000300,27.98,aria.ivanov15@yahoo.com,23-Nov-24,3,93,Aria Ivanov,1-289-767-3638,Y,L000016,Frequent,3173,Male,23,28-Oct-02,Barista
T000308,75.45,charlotte.chan310@outlook.com,24-Nov-24,6,57,Charlotte Chan,1-416-633-3104,Y,L000311,Frequent,4447,Male,31,6-Jun-94,Sales Associate
T000312,12.99,mila.huang59@hotmail.com,24-Nov-24,2,112,Mila Huang,1-905-472-8808,Y,L000060,Frequent,7471,Male,40,14-Feb-85,Data Analyst
T000321,34.98,samuel.macdonald16@yahoo.com,25-Nov-24,3,57,Samuel MacDonald,1-647-500-5070,Y,L000017,Frequent,7133,Male,41,15-Apr-84,Nurse
T000329,12.98,logan.kowalski231@outlook.com,26-Nov-24,2,102,Logan Kowalski,1-905-889-1392,Y,L000232,Frequent,5497,Male,27,10-Feb-98,Truck Driver
T000338,24.98,grace.su191@gmail.com,27-Nov-24,2,104,Grace Su,1-437-660-1345,Y,L000192,Frequent,4282,Male,23,16-Nov-02,Data Analyst
T000341,69.99,lily.su398@yahoo.com,28-Nov-24,4,156,Lily Su,1-905-636-8539,Y,L000399,Frequent,5390,Male,35,1-Sep-90,Graphic Designer
T000353,136.37,carter.kim97@icloud.com,29-Nov-24,15,87,Carter Kim,1-437-32-1372,Y,L000098,Frequent,6777,Male,58,27-Aug-67,Chef
T000357,152.42,madison.lopez375@gmail.com,29-Nov-24,13,149,Madison Lopez,1-365-321-545,Y,L000376,Frequent,5650,Male,27,8-Nov-98,Accountant
T000376,53.49,oliver.zhang198@hotmail.com,30-Nov-24,3,125,Oliver Zhang,1-647-779-6493,Y,L000199,Frequent,4297,Male,20,28-Nov-05,Nurse
T000380,59.95,mila.huang59@hotmail.com,30-Nov-24,6,60,Mila Huang,1-905-472-8808,Y,L000060,Frequent,7471,Male,40,14-Feb-85,Data Analyst
T000391,121.44,henry.white239@outlook.com,1-Dec-24,9,83,Henry White,1-437-375-3074,Y,L000240,Frequent,5677,Male,39,10-Mar-86,Nurse
T000407,21.07,carter.liu164@outlook.com,1-Dec-24,3,79,Carter Liu,1-289-80-9722,Y,L000165,Frequent,4582,Male,37,22-Mar-88,Consultant
T000410,116.91,wyatt.brown146@outlook.com,2-Dec-24,12,72,Wyatt Brown,1-416-376-7730,Y,L000147,Frequent,5810,Male,30,22-Jul-95,Student
T000412,60.96,elijah.khan272@yahoo.com,2-Dec-24,4,80,Elijah Khan,1-416-10-4358,Y,L000273,Frequent,6469,Male,20,4-Nov-05,Marketing Specialist
T000413,51.97,madison.chen163@yahoo.com,2-Dec-24,4,96,Madison Chen,1-365-355-1916,Y,L000164,Frequent,4215,Male,21,29-Dec-04,Accountant
T000421,37.47,jackson.brown140@hotmail.com,2-Dec-24,4,98,Jackson Brown,1-416-333-230,Y,L000141,Frequent,5614,Male,40,14-Apr-85,Electrician
T000427,152.44,abigail.thompson263@hotmail.com,3-Dec-24,9,56,Abigail Thompson,1-647-660-5613,Y,L000264,Frequent,6646,Male,32,12-Apr-93,Project Manager
T000430,135.4,aiden.garcia277@outlook.com,3-Dec-24,10,90,Aiden Garcia,1-416-516-250,Y,L000278,Frequent,5721,Male,31,9-Oct-94,Consultant
T000433,3.49,madison.chen163@yahoo.com,3-Dec-24,1,73,Madison Chen,1-365-355-1916,Y,L000164,Frequent,4215,Male,21,29-Dec-04,Accountant
T000471,29.49,ella.lin358@yahoo.com,6-Dec-24,3,122,Ella Lin,1-365-693-245,Y,L000359,Frequent,7869,Male,43,28-Jul-82,Marketing Specialist
T000474,112.43,jack.lopez182@yahoo.com,6-Dec-24,8,70,Jack Lopez,1-437-90-9672,Y,L000183,Frequent,6974,Male,42,31-Jan-83,Barista
T000484,148.43,scarlett.su40@outlook.com,6-Dec-24,11,108,Scarlett Su,1-905-502-4564,Y,L000041,Frequent,4218,Male,27,4-Feb-98,Data Analyst
T000497,20.98,henry.white239@outlook.com,7-Dec-24,2,80,Henry White,1-437-375-3074,Y,L000240,Frequent,5677,Male,39,10-Mar-86,Nurse
T000499,88.45,jack.gonzalez233@gmail.com,7-Dec-24,6,131,Jack Gonzalez,1-289-191-7079,Y,L000234,Frequent,4365,Male,41,24-Jun-84,Accountant
T000507,99.91,aiden.chen118@yahoo.com,8-Dec-24,10,106,Aiden Chen,1-289-142-6460,Y,L000119,Frequent,4571,Male,38,6-May-87,Product Manager
T000509,33.48,john.chen114@icloud.com,8-Dec-24,3,78,John Chen,1-647-889-8660,Y,L000115,Frequent,4792,Male,18,2-Nov-07,Barista
T000516,103.43,lily.tremblay186@yahoo.com,8-Dec-24,7,121,Lily Tremblay,1-905-819-9349,Y,L000187,Frequent,5339,Male,36,13-May-89,Software Engineer
T000519,84.98,ella.lin358@yahoo.com,9-Dec-24,4,142,Ella Lin,1-365-693-245,Y,L000359,Frequent,7869,Male,43,28-Jul-82,Marketing Specialist
T000529,26.97,aria.ivanov15@yahoo.com,9-Dec-24,3,108,Aria Ivanov,1-289-767-3638,Y,L000016,Frequent,3173,Male,23,28-Oct-02,Barista
T000543,16.98,evelyn.nguyen65@outlook.com,10-Dec-24,2,116,Evelyn Nguyen,1-647-371-2900,Y,L000066,Frequent,4977,Male,43,11-Nov-82,Teacher
T000544,58.46,riley.chen260@gmail.com,10-Dec-24,6,30,Riley Chen,1-365-306-6067,Y,L000261,Frequent,5701,Male,36,30-Jan-89,Truck Driver
T000552,76.45,wyatt.garcia284@outlook.com,11-Dec-24,5,77,Wyatt Garcia,1-905-202-7511,Y,L000285,Frequent,7058,Male,47,19-May-78,Graphic Designer
T000557,18.98,elijah.khan272@yahoo.com,11-Dec-24,2,75,Elijah Khan,1-416-10-4358,Y,L000273,Frequent,6469,Male,20,4-Nov-05,Marketing Specialist
T000562,105.96,ethan.johnson122@icloud.com,12-Dec-24,7,128,Ethan Johnson,1-905-890-8255,Y,L000123,Frequent,6673,Male,31,17-Dec-94,Accountant
T000564,21.48,carter.white124@yahoo.com,12-Dec-24,2,68,Carter White,1-416-116-7617,Y,L000125,Frequent,2471,Male,43,12-Mar-82,Project Manager
T000565,25.97,william.smith280@hotmail.com,12-Dec-24,3,64,William Smith,1-416-238-8906,Y,L000281,Frequent,6685,Male,18,1-Dec-07,Accountant
T000568,44.46,owen.anderson246@hotmail.com,12-Dec-24,4,61,Owen Anderson,1-365-599-1121,Y,L000247,Frequent,5100,Male,23,23-Mar-02,Student
T000581,79.47,ella.huang175@hotmail.com,13-Dec-24,4,164,Ella Huang,1-365-540-3143,Y,L000176,Frequent,7368,Male,29,19-Apr-96,Research Assistant
T000600,131.89,wyatt.garcia284@outlook.com,14-Dec-24,13,123,Wyatt Garcia,1-905-202-7511,Y,L000285,Frequent,7058,Male,47,19-May-78,Graphic Designer
T000620,38.27,carter.gonzalez338@gmail.com,15-Dec-24,4,134,Carter Gonzalez,1-437-750-728,Y,L000339,Frequent,6764,Male,43,12-Jun-82,Teacher
T000625,74.94,layla.nowak71@gmail.com,15-Dec-24,6,119,Layla Nowak,1-365-227-5811,Y,L000072,Frequent,7581,Male,39,13-Jun-86,Barista
T000626,33.97,elijah.martin454@outlook.com,15-Dec-24,3,47,Elijah Martin,1-365-151-4356,Y,L000455,Frequent,7867,Male,31,2-Sep-94,Chef
T000635,43.49,carter.gonzalez338@gmail.com,15-Dec-24,2,112,Carter Gonzalez,1-437-750-728,Y,L000339,Frequent,6764,Male,43,12-Jun-82,Teacher
T000637,77.45,logan.kowalski231@outlook.com,16-Dec-24,7,92,Logan Kowalski,1-905-889-1392,Y,L000232,Frequent,5497,Male,27,10-Feb-98,Truck Driver
T000638,60.97,elijah.khan272@yahoo.com,16-Dec-24,6,120,Elijah Khan,1-416-10-4358,Y,L000273,Frequent,6469,Male,20,4-Nov-05,Marketing Specialist
T000639,128.71,michael.lee149@outlook.com,16-Dec-24,12,76,Michael Lee,1-437-806-2744,Y,L000150,Frequent,6748,Male,18,6-Sep-07,Consultant
T000646,127.23,victoria.anderson348@gmail.com,16-Dec-24,9,163,Victoria Anderson,1-437-364-1880,Y,L000349,Frequent,5077,Male,18,8-Jul-07,Marketing Specialist
T000669,178.18,evelyn.nguyen65@outlook.com,18-Dec-24,16,138,Evelyn Nguyen,1-647-371-2900,Y,L000066,Frequent,4977,Male,43,11-Nov-82,Teacher
T000674,60.96,amelia.martin461@outlook.com,18-Dec-24,4,119,Amelia Martin,1-647-609-2480,Y,L000462,Frequent,3845,Male,28,20-Nov-97,Sales Associate
T000687,98.45,aria.ivanov15@yahoo.com,20-Dec-24,7,169,Aria Ivanov,1-289-767-3638,Y,L000016,Frequent,3173,Male,23,28-Oct-02,Barista
T000690,16.49,scarlett.liu359@hotmail.com,21-Dec-24,2,54,Scarlett Liu,1-365-671-7238,Y,L000360,Frequent,3685,Male,34,15-Aug-91,Electrician
T000705,151.93,layla.nowak71@gmail.com,21-Dec-24,10,55,Layla Nowak,1-365-227-5811,Y,L000072,Frequent,7581,Male,39,13-Jun-86,Barista
T000707,2.99,wyatt.garcia284@outlook.com,21-Dec-24,1,107,Wyatt Garcia,1-905-202-7511,Y,L000285,Frequent,7058,Male,47,19-May-78,Graphic Designer
T000710,65.74,abigail.chow473@gmail.com,22-Dec-24,6,148,Abigail Chow,1-437-515-2073,Y,L000474,Frequent,4733,Male,39,16-Mar-86,Consultant
T000719,44.95,henry.lin68@hotmail.com,22-Dec-24,5,57,Henry Lin,1-289-567-3925,Y,L000069,Frequent,5985,Male,42,2-Sep-83,Sales Associate
T000726,166.92,charlotte.liu453@yahoo.com,22-Dec-24,12,91,Charlotte Liu,1-437-724-6397,Y,L000454,Frequent,7897,Male,39,27-Aug-86,Accountant
T000728,119.36,david.anderson336@gmail.com,22-Dec-24,14,174,David Anderson,1-905-393-427,Y,L000337,Frequent,7843,Male,41,21-Jul-84,Nurse
T000733,58.94,mia.anderson70@icloud.com,23-Dec-24,6,70,Mia Anderson,1-416-146-4022,Y,L000071,Frequent,7313,Male,43,30-Jan-82,Student
T000736,118.41,oliver.su212@yahoo.com,23-Dec-24,10,31,Oliver Su,1-365-129-5413,Y,L000213,Frequent,7747,Male,33,10-Nov-92,Customer Service Rep
T000738,4.99,jack.gonzalez233@gmail.com,24-Dec-24,1,53,Jack Gonzalez,1-289-191-7079,Y,L000234,Frequent,4365,Male,41,24-Jun-84,Accountant
T000739,15.98,james.chow457@yahoo.com,24-Dec-24,2,141,James Chow,1-905-223-631,Y,L000458,Frequent,6660,Male,32,1-Sep-93,Electrician
T000748,255.3,riley.chen260@gmail.com,24-Dec-24,24,119,Riley Chen,1-365-306-6067,Y,L000261,Frequent,5701,Male,36,30-Jan-89,Truck Driver
T000750,64.44,mila.nguyen282@icloud.com,24-Dec-24,7,75,Mila Nguyen,1-905-739-1800,Y,L000283,Frequent,4688,Male,33,17-Dec-92,Barista
T000752,144,mason.chan230@icloud.com,24-Dec-24,14,72,Mason Chan,1-289-113-9368,Y,L000231,Frequent,6561,Male,38,31-Dec-87,Teacher
T000773,77.46,james.tremblay17@outlook.com,26-Dec-24,7,121,James Tremblay,1-416-524-5785,Y,L000018,Frequent,7062,Male,33,22-Mar-92,Software Engineer
T000781,63.73,owen.anderson246@hotmail.com,26-Dec-24,7,98,Owen Anderson,1-365-599-1121,Y,L000247,Frequent,5100,Male,23,23-Mar-02,Student
T000784,49.46,scarlett.su40@outlook.com,27-Dec-24,4,93,Scarlett Su,1-905-502-4564,Y,L000041,Frequent,4218,Male,27,4-Feb-98,Data Analyst
T000786,143.71,olivia.anderson373@icloud.com,27-Dec-24,13,89,Olivia Anderson,1-416-345-1523,Y,L000374,Frequent,7519,Male,32,12-May-93,Student
T000791,118.22,lily.su398@yahoo.com,27-Dec-24,10,160,Lily Su,1-905-636-8539,Y,L000399,Frequent,5390,Male,35,1-Sep-90,Graphic Designer
T000792,94.52,henry.martin143@yahoo.com,27-Dec-24,9,92,Henry Martin,1-905-660-8456,Y,L000144,Frequent,7066,Male,41,27-Jan-84,Consultant
T000795,67.74,scarlett.su40@outlook.com,27-Dec-24,6,95,Scarlett Su,1-905-502-4564,Y,L000041,Frequent,4218,Male,27,4-Feb-98,Data Analyst
T000817,98.89,ella.huang175@hotmail.com,28-Dec-24,11,71,Ella Huang,1-365-540-3143,Y,L000176,Frequent,7368,Male,29,19-Apr-96,Research Assistant
T000819,32.27,lily.su398@yahoo.com,28-Dec-24,4,85,Lily Su,1-905-636-8539,Y,L000399,Frequent,5390,Male,35,1-Sep-90,Graphic Designer
T000827,78.23,madison.lopez375@gmail.com,29-Dec-24,7,138,Madison Lopez,1-365-321-545,Y,L000376,Frequent,5650,Male,27,8-Nov-98,Accountant
T000840,26.47,james.wang383@gmail.com,29-Dec-24,3,68,James Wang,1-365-835-2662,Y,L000384,Frequent,7375,Male,23,1-May-02,Truck Driver
T000844,202.48,henry.smith288@gmail.com,30-Dec-24,15,118,Henry Smith,1-647-183-6652,Y,L000289,Frequent,6588,Male,21,1-Jul-04,Teacher
T000853,22.47,david.anderson336@gmail.com,30-Dec-24,3,104,David Anderson,1-905-393-427,Y,L000337,Frequent,7843,Male,41,21-Jul-84,Nurse
T000854,26.97,michael.lee149@outlook.com,31-Dec-24,3,109,Michael Lee,1-437-806-2744,Y,L000150,Frequent,6748,Male,18,6-Sep-07,Consultant
T000859,11.29,wyatt.brown146@outlook.com,31-Dec-24,2,87,Wyatt Brown,1-416-376-7730,Y,L000147,Frequent,5810,Male,30,22-Jul-95,Student
T000868,108.46,logan.wilson129@icloud.com,1-Jan-25,6,132,Logan Wilson,1-365-124-4513,Y,L000130,Frequent,4401,Male,33,4-Sep-92,Sales Associate
T000871,55.55,henry.martin143@yahoo.com,1-Jan-25,6,136,Henry Martin,1-905-660-8456,Y,L000144,Frequent,7066,Male,41,27-Jan-84,Consultant
T000872,171.95,jackson.brown140@hotmail.com,1-Jan-25,19,71,Jackson Brown,1-416-333-230,Y,L000141,Frequent,5614,Male,40,14-Apr-85,Electrician
T000891,102.97,ella.lin358@yahoo.com,4-Jan-25,9,133,Ella Lin,1-365-693-245,Y,L000359,Frequent,7869,Male,43,28-Jul-82,Marketing Specialist
T000896,120.93,scarlett.white270@outlook.com,5-Jan-25,9,114,Scarlett White,1-416-352-8536,Y,L000271,Frequent,3798,Male,35,8-Dec-90,Accountant
T000898,83.94,samuel.macdonald16@yahoo.com,5-Jan-25,7,115,Samuel MacDonald,1-647-500-5070,Y,L000017,Frequent,7133,Male,41,15-Apr-84,Nurse
T000899,130.92,ella.huang175@hotmail.com,5-Jan-25,11,157,Ella Huang,1-365-540-3143,Y,L000176,Frequent,7368,Male,29,19-Apr-96,Research Assistant
T000914,12.99,carter.gonzalez338@gmail.com,6-Jan-25,2,30,Carter Gonzalez,1-437-750-728,Y,L000339,Frequent,6764,Male,43,12-Jun-82,Teacher
T000921,20.98,madison.lopez375@gmail.com,7-Jan-25,3,83,Madison Lopez,1-365-321-545,Y,L000376,Frequent,5650,Male,27,8-Nov-98,Accountant
T000929,93.44,mila.huang59@hotmail.com,9-Jan-25,7,112,Mila Huang,1-905-472-8808,Y,L000060,Frequent,7471,Male,40,14-Feb-85,Data Analyst
T000933,87.74,sofia.liu204@outlook.com,9-Jan-25,7,139,Sofia Liu,1-647-316-2309,Y,L000205,Frequent,3763,Male,28,6-Nov-97,Operations Manager
T000941,2.99,elijah.khan272@yahoo.com,11-Jan-25,1,87,Elijah Khan,1-416-10-4358,Y,L000273,Frequent,6469,Male,20,4-Nov-05,Marketing Specialist
T000948,94.43,alexander.white134@gmail.com,11-Jan-25,8,117,Alexander White,1-437-817-8803,Y,L000135,Frequent,5248,Male,18,12-Sep-07,Research Assistant
T000957,101.93,abigail.chen229@hotmail.com,13-Jan-25,8,30,Abigail Chen,1-647-44-4022,Y,L000230,Frequent,4022,Male,29,7-Mar-96,Nurse
T000965,8.49,john.patel21@yahoo.com,14-Jan-25,1,105,John Patel,1-905-424-3920,Y,L000022,Frequent,7512,Male,18,6-Jul-07,Marketing Specialist
T000968,49.93,elijah.khan272@yahoo.com,14-Jan-25,7,84,Elijah Khan,1-416-10-4358,Y,L000273,Frequent,6469,Male,20,4-Nov-05,Marketing Specialist
T000984,53.48,evelyn.martinez130@hotmail.com,16-Jan-25,4,142,Evelyn Martinez,1-437-606-3353,Y,L000131,Frequent,7936,Male,18,21-Nov-07,Nurse
T000985,49.47,abigail.park335@gmail.com,16-Jan-25,4,96,Abigail Park,1-647-124-5943,Y,L000336,Frequent,3115,Male,38,27-Mar-87,Sales Associate
T000991,96.72,james.wang383@gmail.com,17-Jan-25,10,144,James Wang,1-365-835-2662,Y,L000384,Frequent,7375,Male,23,1-May-02,Truck Driver
